,,,内容,发布日期,发布人,URL,1.20-4.8
,,微博官方认证,#抗非典护士再战新型肺炎#：取消休假，退了去看女儿的机票,1.22,一手Video,https://weibo.com/5943595658/IqIgGpgZx?refer_flag=1001030103_&type=repost,
,,微博个人认证,家里有老人不相信这次事件严重性的，还坚持不戴口罩的可以让他看看这个视频。,1.22,鲨鱼电影,https://weibo.com/3160092671/IqI4ei5h8?refer_flag=1001030103_&type=repost,
,,微博官方认证,截至1月22日22时45分，#全国共确诊新型冠状病毒肺炎544例#，累计死亡17例。 ​,1.22,环球时报,https://weibo.com/1974576991/IqIk8EhQn?type=repost,
,,微博个人认证,【#主持人称中国应对滞后#？日本专家当场表态：非常迅速】,1.22,上帝之鹰_5zn,https://weibo.com/1647486362/IqI0K45Ty?refer_flag=1001030103_&type=repost,
,,微博个人认证,#全国已确诊473例新型肺炎病例# #新型肺炎已致湖北17人死亡# 大家都知道新型肺炎冲在第一线的都是医生护士 然而我姐今天从医院回来说 她们医院给医护人员准备的四百个口罩被病人家属偷光了 只剩下几个刚好够他们上班用还不能更换[微笑]医院采购部还在对外高价采购口罩[微笑]多么可笑啊[微笑],1.22,小水晶-Yuzuru ,https://weibo.com/3310840555/IqIeBjYyo?type=repost,
,,微博个人认证,#全国确诊新型肺炎病例#河南出租车司机疑似拉到武汉回家的感冒患者，拒载以后果断报警…,1.23,1024专员,https://weibo.com/6420207784/IqRcO9CEn?type=repost,
,,微博个人认证,泪目！！武汉86岁老专家全副武装坚持坐诊，他说不能辜负了病人的信任！我们一起为他点赞,1.23,电影热映榜,https://weibo.com/5734902494/IqRqn5KXN?type=repost,
,,微博官方认证,#湖南防控新型肺炎# #同江同湖同舟共济# #如何正确预防新型肺炎#面对新型冠状病毒，如何做好防范？我们倡导大家戴口罩、勤洗手、少出门，注意个人卫生，保护自己、保护家人、保护他人。,1.23,湖南卫视,https://weibo.com/1638629382/IqQLE67f7?type=repost,
,,微博官方认证,【最高可判7年！从现在起，恶意逃离武汉，造成新型冠状病毒传播的，可能构成犯罪！】,1.23,河南法制报,https://weibo.com/1479040710/IqPN5jdTx?refer_flag=1001030103_&type=repost#_rnd1604392978676,
,,微博个人认证,【家人或者自己（疑似）感染了冠状病毒肺炎，但是医院满了收不了，咋办？】,1.23,李子李子短信 ,https://weibo.com/1689664143/IqKI80ZDB?refer_flag=1001030103_&type=repost,
,,微博官方认证,#武汉小汤山年夜饭#武汉“小汤山”医院开建，施工工人路边站立吃年夜饭。#聚焦新型肺炎#,1.24,新京报我们视频,https://weibo.com/6124642021/Ir0cGlGMy?type=repost,
,,微博官方认证,【#医生详述新冠肺炎治疗过程#：绝大部分肺炎患者能治愈】,1.24,一手Video,https://weibo.com/5943595658/Ir13CnuL7?refer_flag=1001030103_&type=repost,
,,微博个人认证,#抗击新型肺炎第一线# 除夕之夜，军医出征 ​,1.24,寰亚SYHP,https://weibo.com/5393135816/Ir0BCCxiM?type=repost,
,,微博个人认证,好消息：现在武汉最缺的就是物资！物资！！除夕今夜，上海正在下大雨，上海第二军医大学150名人民解放军医护人员，军用包机直飞武汉。,1.24,旅行厨男,https://weibo.com/3551109611/Ir13JrP1y?type=repost,
,,微博个人认证,解放军出征抗击新型肺炎最前线。养兵千日，用兵一时。大赞人民子弟兵！,1.24,胡锡进,https://weibo.com/1989660417/Ir16r0g5f?type=repost,
娱乐,,微博个人认证,"#90后医护人员把名字写在防护服##全国确诊新型肺炎病例##发热咳嗽非新冠肺炎唯一首发症状#
这17年的电视剧，请问编剧是穿越了吗？名字都一样",1.24,综艺情报社,https://weibo.com/6206230108/Ir0b6eYzj?type=repost,
,,微博官方认证,#王一博发新型肺炎预防宣传片# ,1.24,上海消防,https://weibo.com/2294165474/IqYdN7aKx?type=repost,
,,微博官方认证,#抗击新型肺炎我们在行动# 今晚，腾讯公益慈善基金会宣布捐赠3亿元人民币，设立第一期新型肺炎疫情防控基金。,1.24,腾讯公司,https://weibo.com/1846456085/Ir0759njw?type=repost,
,,微博个人认证,#马丽沈腾小品应景# #全国确诊新型肺炎病例#今天是除夕，合家团圆的日子，可看到图二图三的微博真让人受不了，对抗疫情一线肯定不能像家里那么舒适，但是除夕的年夜饭能不能让医生护士们吃的稍微像一点样子,1.24,曾鹏宇,https://weibo.com/1407132951/Ir0L9mvDh?type=repost#_rnd1604454757405,
,,微博个人认证,李佳琦和薇娅都给武汉捐了医疗物资。,1.24,吃瓜群众CJ,https://weibo.com/1885688010/Ir0tR22pT?refer_flag=1001030103_&type=repost#_rnd1604454709079,
,,微博个人认证,"祝你新年快乐！
在这里首先祝大家过个好年。
我非常担心现在武汉发生的新型冠状病毒肺炎的情况。
希望大家保护好自己，平安健康。",1.24,坂本龙一_RyuichiSakamoto,https://weibo.com/7335367665/Ir0wdyDd5?type=repost,
,,微博官方认证,#新型冠状病毒感染肺炎#【#重症隔离病房中的除夕#】万家灯火、阖家欢聚的除夕夜，深处疫情防控一线的他们却无法与家人团聚，毅然守护在病患床前。在武汉中南医院重症隔离病房内，医护团队正在全力抢救肺炎重症患者。,1.24,观察者网,https://weibo.com/1887344341/Ir0thhba6?type=repost,
,,微博个人认证,#150名解放军医护人员包机飞武汉# #全国确诊新型肺炎病例#除夕夜，陆军军医，他们出征！,1.24,一号哨位 ,https://weibo.com/5185680075/Ir143xKuc?type=repost,
,,微博官方认证,今晚，腾讯公益慈善基金会宣布捐赠3亿元人民币，设立第一期新型肺炎疫情防控基金。,1.24,腾讯视频,https://weibo.com/2591595652/Ir0EXf9Sd?type=repost#_rnd1604454607216,
,,微博官方认证,#强武堂##全国确诊新型肺炎病例# 给大家相告，我人民子弟兵要开拔到武汉了。,1.24,强武堂,https://weibo.com/2452030341/Ir0hO04Fz?refer_flag=1001030103_&type=repost#_rnd1604454583964,
,,微博个人认证,#Stone小百科#--新型肺炎的症状不只是发烧咳嗽，大家留个心眼，积极自检哦。下面每张图都是A4大小，大家很方便可以打印出来张贴对照。,1.24,二混子--Stone ,https://weibo.com/1773261093/Ir0KFvmmK?type=repost#_rnd1604454554679,
,,微博官方认证,网络拜年也挺好！#河北多村封路派人值守拦车#，村民：拜年的不准进俺们村,1.25,梨视频,https://weibo.com/6004281123/Ir6ZpuC8H?refer_flag=1001030103_&type=repost,
,,微博官方认证,【#东莞真硬核#呼吁市民春节“宅”在家：#安安静静做个健康小胖#】,1.25,广东共青团,https://weibo.com/1910695630/IraoMgq1i?type=repost#_rnd1604454501607,
,,微博个人认证,#全国确诊新型肺炎病例# 哽咽，泪目！老爷爷早日康复,1.25,大连成,https://weibo.com/5342168018/Ir74l2Kl3?type=repost,
,,微博个人认证,"#最小新型肺炎确诊病例仅2岁#请放下你的盲目自信 请照顾好自己和家人
对自己和家人朋友负责！
能让武汉封城、北京所有庙会取消、上海迪斯尼关闭、贺岁电影全部下架、全国戒备百城空港！！",1.25,辰星综艺速递 ,https://weibo.com/3969824187/Ir6MFFGqQ?type=repost,
,,微博官方认证,新型肺炎的疫情牵动着每一个人的心，作为一家深耕医疗领域的慈善基金会，微笑明天已经立刻行动起来 ，目前我会已经通过各类渠道积极筹措物资，并将与湖北红十字会联合执行 。,1.25,微笑明天慈善基金会,https://weibo.com/5699448095/Ira1ExIOV?type=repost,
,,微博个人认证,关于新型肺炎，武汉最新真实情况！ 图片来自@白帽蓝衣 ​,1.25,贼叉,https://weibo.com/1700040344/IralUpNyX?type=repost#_rnd1604455675330,
,,微博个人认证,王俊凯谈新型肺炎，“对于我这一代人来说，这也是刚刚经历很大的一个事件了，03年太小了,1.25,伊丽莎白骨精啊 ,https://weibo.com/6470919752/Ir6oCibMh?refer_flag=1001030103_&type=repost,
,,微博官方认证,【武汉市第五人民医院求助！防护物资短缺，连垃圾袋都用上了】武汉市第五人民医院，现在出现严重防护物资短缺，现在连垃圾袋都用上了……希望能得到紧急求助。图片里有联系方式。,1.25,深蓝财经,https://weibo.com/1961718870/Ira2bC9pZ?type=repost#_rnd1604455777900,
,,微博官方认证,"【美的捐赠火神山医院所需家电产品】
#抗击新型肺炎企业公益在行动#
新型冠状病毒感染的肺炎疫情牵动着美的人的心。",1.25,美的集团,https://weibo.com/1740248463/Ir7taw4Ko?refer_flag=1001030103_&type=repost#_rnd1604455928861,
,,微博个人认证,"【转发传递正能量】#抗击新型肺炎我们与武汉人民在一起#
买不到大量物资但也希望能尽一份绵薄之力 在此我向武汉慈善总会新冠肺炎专项资金捐款100万元 用于抗击病毒",1.25,Lin张林超 ,https://weibo.com/1726349245/Ira338V4U?refer_flag=1001030103_&type=repost#_rnd1604456027827,
,,微博个人认证,"#抗击新型肺炎我们在行动# #全民口罩行动#
特殊时期，一定要格外注意，我们一起行动",1.26,杨幂,https://weibo.com/1195242865/IrjGGk8xX?type=repost#_rnd1604456664103,
,,微博官方认证,【#湖北省长表示痛心内疚自责#】,1.26,每日经济新闻,https://weibo.com/1649173367/Irk0QB3EQ?type=repost,
,,微博官方认证,【武汉父母#强行带疑染新型肺炎孩子离境被捕#】,1.26,新京报我们视频,https://weibo.com/6124642021/Irk21iABr?refer_flag=1001030103_&type=repost,
,,微博官方认证,【#新型肺炎确诊病例首现9个月婴儿#】1月26日18时至21时，北京新增5例新型冠状病毒感染的肺炎病例，其中有一名9个月大女婴。,1.26,央视新闻,https://weibo.com/2656274875/Irk2xbcqL?type=repost#_rnd1604457927298,
,,微博个人认证,#抗击新型肺炎我们在行动# #全民口罩行动# 戴口罩 好好戴口罩 快一起看看！,1.26,周冬雨,https://weibo.com/1916655407/IrjIObsUm?type=repost#_rnd1604457969803,
,,微博个人认证,#抗击新型肺炎我们在行动# #全民口罩行动# 戴口罩、勤洗手、少聚集、不信谣，这个特殊的春节，保护好自己，我们一起加油,1.26,景甜,https://weibo.com/1270344441/IrjUqxRzh?type=repost#_rnd1604457999533,
,,微博官方认证,【武汉父母#强行带疑染新型肺炎孩子离境被捕#】,1.26,世面,https://weibo.com/5336533996/Irk1g2E93?refer_flag=1001030103_&type=repost,
,,微博个人认证,#全民口罩行动##抗击新型肺炎我们在行动#春节期间减少聚会，出门携带口罩，对自己和他人负责,1.26,颖儿Yinger,https://weibo.com/1653556670/IrjST7Hlo?type=repost#_rnd1604458120664,
娱乐,,微博个人认证,"宅在家里的人，此条必马！过年在家看电影！
我整理了100部值得看的好剧好片[心]
都是我的精挑细选！啥类型都有，我敢说你随便挑一部看都是好看的[ok]
快来看看这里面你看过哪几部？
也欢迎大家继续补充好剧！
对于新型肺炎，我们唯一能做的就是好好呆在家里，这样才能保护好自己和家人，不添乱。
看到多所高校延期开学，真的请大家不要过度害怕，调节好自己的情绪，所有人都在努力着配合着，武汉加油",1.26,牛奶少女丶,https://weibo.com/2176645133/IrgcFudEo?refer_flag=1001030103_&type=repost#_rnd1604458203211,
,,微博官方认证,心系武汉，B站行动！#抗击新型肺炎企业公益在行动# ​,1.26,哔哩哔哩弹幕网,https://weibo.com/1748075785/IrbK0qfTG?type=repost#_rnd1604458273071,
,,微博个人认证,"​​​#全民口罩行动# #抗击新型肺炎我们在行动#
勤洗手 戴口罩 尽量减少外出和聚餐 就是保护家人和自己
武汉加油！ 中国加油！",1.27,谭松韵seven,https://weibo.com/1307418975/Irt7p8Myd?type=repost#_rnd1604460121526,
,,微博个人认证,#抗击新型肺炎我们在行动# #全民口罩行动#非常时期，我们一起行动！携手共渡难关,1.27,江疏影,https://weibo.com/1549364094/IrtdJcw4p?type=repost#_rnd1604460171016,
,,微博个人认证,#抗击新型肺炎我们在行动##全民口罩行动# 万众一心,1.27,努力努力再努力x,https://weibo.com/2706896955/Irt72mSxV?type=repost#_rnd1604460210932,
,,微博官方认证,#上海市研制出抗病毒喷剂# 【可用于新型冠状病毒肺炎应急病房职业防护，上海市公共卫生临床中心研制出抗病毒喷剂】,1.27,环球网,https://weibo.com/1686546714/Irt9gB5Y7?refer_flag=1001030103_&type=repost#_rnd1604460261197,
,,微博官方认证,【直播：#白岩松再次连线专家解读疫情# 】今晚，央视新闻频道《新闻1+1》持续关注疫情进展，白岩松将连线权威专家，对相关问题进行解读。,1.27,四川观察,https://weibo.com/3203137375/IrsT1Btd5?type=repost,
,,微博官方认证,新型肺炎肆虐。这个春节尽量少出门吧。为了让各位家长和孩子一起度过一个充实的寒假，小编汇总了一系列精神食粮——顶级纪录片，供大家享用。从地理到人文，从艺术到历史，在家里就能陪孩子一边防疫一边长知识。,1.27,雪球,https://weibo.com/2183570524/IrsR6dGJS?type=repost,
,,普通用户,“行走的感染源”（移动的感染源）——新型肺炎传染扩大的原因：,1.27,shoronpo,https://weibo.com/5313636080/IrtkWBqIi?refer_flag=1001030103_&type=repost,
,,微博个人认证,#河南累计确诊新型肺炎增至128例#河南辉县市占城镇大赞#河南村长#暴躁的怒吼，希望这推广到河南每个村子，很多人依旧是该干啥干啥…,1.27,郑州大学城儿,https://weibo.com/5610970345/IroyvhEX2?type=repost,
,,微博个人认证,日本政府将于28号派出包机前往武汉迎接本国公民，由于去的时候飞机上没人没货物，飞机将装载大量口罩和防护服等物质，以支援武汉当地抗击新型肺炎。 ​,1.27,日本沙雕日常,https://weibo.com/5543176559/IrtjgjcX2?type=repost#_rnd1604460566979,
,,微博官方认证,#新型冠状病毒感染肺炎#【疫情会不会大暴发 #听听钟南山怎么说#】1月28日，钟南山院士就新型冠状病毒感染的肺炎疫情接受了新华社记者的专访。疫情会不会大暴发，让我们一起听听钟南山怎么说。,1.28,新华视点,https://weibo.com/1699432410/IrCogsS7B?type=repost,
,,微博个人认证,"就算 再艰难
爱 不会离开
I’ll Stay With You
@孫燕姿
@人民日报",1.28,林俊杰,https://weibo.com/1195354434/IrCDH0SUn?type=repost,
,,微博官方认证,【#房东给20多户租客免租1个月#：防疫期希望大家安心在家[赞]】,1.28,一手Video,https://weibo.com/5943595658/IrCLBsSZh?refer_flag=1001030103_&type=comment,
,,微博官方认证,【李兰娟：#离拥有疫苗已经很近了#，但还要有个过程】中国工程院院士、国家卫健委高级别专家组成员李兰娟在接受媒体采访时谈及新型肺炎疫苗研制进度。她表示，目前离拥有疫苗已经很近了，但还要有个过程。她说，真正拿到疫苗株可能还要一个月，检查检测等还要半个月，此外最少还要一个半月审批过程。,1.28,中国新闻社,https://weibo.com/3604378011/IrCr0D2qq?type=comment#_rnd1604542787401,
,,微博官方认证,“武汉是能过关的！武汉本来就是一个很英雄的城市！”说到武汉，他眼中含着泪花。,1.28,中国气象数据,https://weibo.com/5632570931/IrChxx2bx?type=comment,
,,微博官方认证,【#83岁拾荒大爷匿名捐款1万抗疫#，网友众筹还他后老人又捐出[泪]】,1.28,一手Video,https://weibo.com/5943595658/IrCDueFsG?refer_flag=1001030103_&type=comment,
,,微博个人认证,《新型冠状病毒肺炎预防手册》,1.28,王珞丹,https://weibo.com/1228486722/IrCQiemq4?type=comment#_rnd1604543081602,
,,微博个人认证,"钟南山发话前，武汉这位医生向附近学校发出疫情警报

中青.冰点周刊

这是一位坚守在抗击新型肺炎一线医生的自述。她经历了疫情初期所在医院的慌忙无措，和自己从医31年来最不平凡的除夕夜。",1.28,连鹏,https://weibo.com/1641428154/IrCaI765R?type=comment#_rnd1604543130192,
,,微博官方认证,#抗击新型肺炎我们在行动# 【全国地市级新型冠状病毒#疫情地图# 发布 公益机构助力疫情防控！】春节前夕，#新型冠状病毒# 引发的肺炎疫情持续升级。,1.28,蔚蓝地图,https://weibo.com/5042247906/IrzpynKq8?type=comment#_rnd1604543239703,
,,微博官方认证,【#全国人民花式抗疫大赏# 笑着笑着就哭了】,1.29,每日经济新闻,https://weibo.com/1649173367/IrLUQDdyE?type=comment,
,,微博个人认证,再发一遍：对于所谓”美国卫生部长在记者会上说，中国拒绝了美国疾控中心人员前往中国援助抗击疫情的提议”这个错误报道/谣言，我觉得有必要单独写一条。,1.29,凤凰王又又,https://weibo.com/6498373231/IrIick9A6?refer_flag=1001030103_&type=comment,
,,微博个人认证,"#口罩##普通人口罩不必一次一换#
还没有口罩的朋友，请一定要看！！！

新型肺炎疫情仍然比较严重，口罩等相关物资都比较紧缺，今天我要给大家分享一个自制口罩的小视频。利用身边常见的东西，每个人在家都能自制实用的口罩。",1.29,叶问lyl ,https://weibo.com/1207734705/IrLnIpHbF?type=comment,
,,微博官方认证,【上海医疗救治专家组组长：坚持一线战斗。共产党员上，没有讨价还价！】#上海新闻#在新型冠状病毒肺炎的治疗和防治过程中，医护人员承担了巨大的压力。今天（29日），上海医疗救治专家组组长、华山医院感染科主任张文宏表示，他回华山医院隔离区每星期进行一到两次查房，为的是消除医生的恐惧。,1.29,上海发布,https://weibo.com/2539961154/IrM77go6t?type=comment,
,,微博官方认证,面对督查组“一问三不知” #黄冈卫健委主任唐志红被免职# ,1.30,新京报我们视频,https://weibo.com/6124642021/IrVGwlc5A?type=comment,
,,微博官方认证,【#宠物接触到疫情也需隔离#！李兰娟称如接触到疑似患者一样要隔离】 ,1.30,新浪新闻,https://weibo.com/2028810631/IrQsThpBu?type=comment,
,,微博官方认证,#抗击新型肺炎我们在行动# 科学抗“疫”，理性攻坚，远离人流密集区，不给病毒可乘之机，你的健康换来大家的安康，#坚决打赢疫情防控阻击战# ,1.30,北京电视台,https://weibo.com/2992050891/IrVGGFlWc?type=comment,
,,微博官方认证,【#当武汉物资运输车经过收费站#】#周刊君与你共同战疫# 当武汉物资运输车经过收费站时，这一幕，让人泪目。 武汉加油，武汉挺住！,1.30,中国新闻周刊,https://weibo.com/1642512402/IrV0FmJiY?type=comment,
,,微博个人认证,【武汉一护士的求助】各位网友，我也是实在没有办法了，来寻求求助。本人武汉市第四医院的一名职工，目前怀孕七个月，一月份开始上班，上了半个月，自己感染上了肺炎，也是历尽波折总算住进了自己本院接受治疗。,1.30,价值投资日志,https://weibo.com/5645756008/IrVoA9g9k?refer_flag=1001030103_&type=comment#_rnd1604903948306,
,,微博官方认证,"#同江同湖同舟共济##湖南防控新型肺炎#
【天天兄弟如何正确预防新型肺炎？面对新型冠状病毒，如何做好防范？】我们倡导大家戴口罩、勤洗手、少出门，注意个人卫生，保护自己、保护家人、保护他人。（湖南卫视）",1.30,湖南高院,https://weibo.com/3271857672/IrVogkPSm?type=comment,
,,微博官方认证,#抗击新型肺炎我们在行动# 戴口罩，少出门，多喝水，室内常通风，室外少聚集，武汉加油！防控疫情@陈立农 和大家一起度过！,1.30,环球音乐华语部,https://weibo.com/2075787695/IrRyWCVEs?type=comment,
,,微博个人认证,#抗击新型肺炎第一线# 终于有专家把冠状病毒讲明白了，为什么要隔离？怎么治疗？不妨耐心看一下。#抗击新型肺炎我们在行动#,1.30,压力司多的,https://weibo.com/1888348993/IrUX7vaI2?type=comment,
,,微博官方认证,【武汉医护人员收到爱心餐：这是我这两天吃过#最好的一顿饭#[心]】,1.30,中国新闻网,https://weibo.com/1784473157/IrT3ylkLX?refer_flag=1001030103_&type=comment,
,,微博官方认证,【#日本多地驰援中国#：广岛支援10万枚口罩，#矢野浩二捐赠13万个口罩#】 日媒31日报道，日本多地向中国支援口罩等物资。,1.31,梨视频,https://weibo.com/6004281123/Is4cydIpe?refer_flag=1001030103_&type=comment,
,,微博个人认证,#新型冠状病毒如何检测# 目前是大家最关注的问题之一了，此外患新型冠状肺炎会有后遗症吗？出现感冒发烧症状是否需要马上就医？这些问题也都是大家关注的焦点，戳视频钟南山院士为你解答！,1.31,文娱第三只眼,https://weibo.com/1371117067/Is4FuueR8?type=comment,
,,微博个人认证,#新型肺炎##中疾控回应何时发现病毒人传人# 生物老师在线科普冠状病毒，通俗易懂，你值得了解一下,1.31,医学知识总览,https://weibo.com/6063043193/Is4XylMFm?type=comment,
,,微博官方认证,【#硬核浙商买不了口罩就买口罩厂#：预计日产10万只 单价0.3元】1月31日，据丽水市归国华侨联合会消息，柬埔寨浙江商会副会长赵普洲，在柬埔寨金边收购一家口罩厂，助力家乡疫情防控。投产后，每天可生产10万只医用口罩，每只收费0.3元。,1.31,新京报我们视频,https://weibo.com/6124642021/Is4snh3mt?refer_flag=1001030103_&type=comment,
,,普通用户,#李永乐老师讲解新型冠状病毒# 【“冠状病毒”是什么？武汉新型肺炎病毒是如何使人生病的？】20世纪初，人们发现了一种比细菌还要小的病原体：病毒。,1.31,IT科技与互联网 ,https://weibo.com/1661573715/Is4UX4QGi?refer_flag=1001030103_&type=comment,
,,微博官方认证,【饲料告急！#湖北三亿只鸡面临饿死风险#，目前存货仅能维持3、4天[伤心]】,1.31,梨视频,https://weibo.com/6004281123/Is5avusoA?refer_flag=1001030103_&type=comment,
,,微博个人认证,今晚的东京天空树为祈祷中国新型肺炎疫情早日得到控制，正在举行特别的点灯仪式。5点到8点的蓝色灯光是为了祈祷疫情早日结束，8点到11点的中国红代表着中国加油！,1.31,日本流行每日速报 ,https://weibo.com/1778181861/Is4tRrihI?type=comment#_rnd1604907497468,
,,微博个人认证,"科普解读《什么是冠状病毒》
英国卫报的健康编辑Sarah Boseley 就武汉新型肺炎为大家科普了一些关于冠状病毒的基础知识、感染的症状、应不应该恐慌、病毒如何传播、目前的治疗方法等问题，大家了解一下！",1.31,悦君电影,https://weibo.com/1928300393/Is4vkspkm?type=comment,
,,微博个人认证,#抗击新型肺炎第一线# 把视频看了一遍又一遍，激动到泪目，满满正能量！2月1日17:55，一架满载着爱心医疗物资的直升机直达华中科技大学附属协和医院，飞机上是一批从仙桃运输到武汉的医疗物资，直接捐赠到协和医院医护人员的手中！今晚大家一定可以睡个好觉了！！！,2.1,协和医生Do先生,https://weibo.com/3141296113/IsdYrf6nP?type=comment,
,,微博官方认证,【#主人被隔离猫咪疑遭社区活埋# 所在社区：为切断传染途径对猫采取措施】2月1日，一位豆瓣瓣友发帖称，江苏无锡一猫主人因疑似感染新冠肺炎被隔离检查，社区把他家的猫活埋了。,2.1,新京报我们视频,https://weibo.com/6124642021/IscEwkrBJ?type=comment,
,,微博官方认证,负责撤侨的日本官员居然自杀了！此前日本撤侨中有发现感染病例。产经新闻报道称，目前尚不知道自杀是否与业务有关，警方正在调查其自杀原因。#负责撤侨的日本官员自杀# #新型肺炎疫情快报# ​,2.1,深蓝财经,https://weibo.com/1961718870/IsdDhfII7?type=comment#_rnd1604907969441,
,,微博官方认证,【#实探武汉红十字会仓库#：多名“白大褂”焦急等候，医生领500口罩遇阻，反复沟通后领走[话筒]】,2.1,梨视频,https://weibo.com/6004281123/Ise7n2p8i?refer_flag=1001030103_&type=comment,
,,微博官方认证,【重大发现！#深圳确诊患者粪便中检测出病毒RNA阳性#】2月1日，深圳市第三人民医院透露，该院肝病研究所研究发现，在某些新型冠状病毒感染的肺炎确诊患者的粪便中检测出2019-nCoV核酸（新型冠状病毒）阳性，#很有可能提示粪便中有活病毒存在#。,2.1,新京报,https://weibo.com/1644114654/Isetx421x?refer_flag=1001030103_&type=comment#_rnd1604908097940,
,,微博官方认证,#新型冠状病毒感染肺炎#【文艺界推出抗击疫情主题MV《坚信爱会赢》】,2.2,新华视点,https://weibo.com/1699432410/IsnhUgg1p?refer_flag=1001030103_&type=comment,
,,微博官方认证,#最新疫情地图# 截至2月2日24时，31个省（自治区、直辖市）和新疆生产建设兵团共确诊新型冠肺炎17205例 死亡361例，治愈475例，共有疑似病例21558例。持续关注！ ,2.3,环球网,https://weibo.com/1686546714/IsrxVl7qo?type=comment#_rnd1604908476181,
,,微博官方认证,【#未发现新型肺炎病毒宠物传染人#】国家卫健委专家组成员、北京地坛医院感染二科主任医师蒋荣猛表示，目前研究显示，冠状病毒有50多种，四个属，可以感染到很多动物，但这之间有物种屏障，并非随意相互感染，能感染人的只有7种，,2.3,中国新闻社,https://weibo.com/3604378011/Isx7oCRYL?refer_flag=1001030103_&type=comment#_rnd1604908557988,
,,微博官方认证,#寻找抗疫平民英雄#【#江苏辅警抗击肺炎疫情中牺牲# 曾为防疫控疫连续值班2天】,2.5,新京报我们视频,https://weibo.com/6124642021/IsP4Yn9nW?refer_flag=1001030103_&type=comment,
,,微博个人认证,#抗击新型肺炎第一线##武汉加油#一顿夹着冰雪的晚饭！如果是你的父母，你的儿女在冰天雪地里执勤，你还会出门乱跑吗,2.5,新鲜事儿不思议,https://weibo.com/6280360687/It92s1IId?type=comment,
,,微博个人认证,#新冠肺炎英文简称NCP# “新型冠状病毒肺炎”，简称：“新冠肺炎”，英文缩写：“NCP”。→ 纪录片《病毒与人体细胞大战》,2.8,天津身边事,https://weibo.com/2561292283/Ith8EiMVN?type=comment,
,,微博官方认证,【#为什么现在还没到出门的时候#？计算机仿真程序告诉你！转扩！】,2.4,中国之声,https://weibo.com/1699540307/IsCOO1YjX?refer_flag=1001030103_&type=comment,
,,微博个人认证,#湖北不用等核酸检测就可确诊# #CT筛选或将成诊断首选# #健康中国2030# 昨天某大V发了一张特典型新型肺炎CT，我的粉丝拿着CT来问我该怎么看？可能对于非相关专业包括我在内，确实很难看懂，本单位影像科大哥的硬核科普来了，一线影像医生的总结，非常经典，共同学习，建议转存！,2.4,爱撸铁的骨匠,https://weibo.com/2025661723/IsBBycG3P?refer_flag=1001030103_&type=comment#_rnd1604908915414,
,,微博官方认证,#张文宏谈新冠肺炎#【张文宏：每个人都是战士 #坚持两周把病毒闷死#】市卫健委今天通报：经上海市专家组评估，上海又有10例新型冠状病毒感染的肺炎患者痊愈出院，目前共有25例确诊病例出院。,2.6,看看新闻KNEWS ,https://weibo.com/1845864154/IsWSp0Hon?refer_flag=1001030103_&type=comment,
,,微博个人认证,新型冠状病毒在空气中会存活多久？检测是否会错漏？中国工程院院士、国家卫健委高级别专家组成员李兰娟为腾讯医典的网友们解答了对新型冠状病毒的热门疑问。,2.8,好奇博士,https://weibo.com/2794665971/Iti0HqTGM?type=comment#_rnd1604909140834,
,,微博个人认证,日本最大集体感染！同船61人被检测出新型肺炎，3700多名邮轮乘客海上隔离，数字还会不断攀升...？,2.7,英国报姐,https://weibo.com/3099016097/It8hYnMTY?type=comment#_rnd1604909315217,
,,微博官方认证,【独家专访|#薇娅的村播时代# 】新型肺炎疫情发生后，@薇娅viyaaa 向武汉定点捐赠200万元物资，成为抗疫捐款中筹集最快、数额最大的公众人物之一。从电商平台第一主播到助农大使、海水稻推广大使，薇娅向@人民文娱 讲述了自己深入公益、扶贫助农的故事。,2.9,人民文娱,https://weibo.com/7362512027/ItqT65JrK?refer_flag=1001030103_&type=comment,
,,微博官方认证,【习近平：#咱们一定可以克服这场疫情#】2月10日下午，习近平在北京市调研指导新型冠状病毒肺炎疫情防控工作。他首先来到朝阳区安贞街道安华里社区，了解基层一线疫情联防联控情况。,2.10,央视新闻,https://weibo.com/2656274875/ItA2SEIVd?refer_flag=1001030103_&type=comment,
,,微博官方认证,B站向隔离观察群众捐赠了10万个大会员,2.10,芒果娱乐,https://weibo.com/1886903325/ItA0SfbAw?type=comment#_rnd1604909792728,
,,微博官方认证,【线索征集！帮助抗击肺炎的一线“战士”】英雄的人们，值得褒扬！,2.15,微公益,https://weibo.com/2089358175/IukAhDSFQ?refer_flag=1001030103_&type=comment,
,,微博个人认证,"“让爱逆行 迎难而上 不折不挠”

在这场无声战斗中，是你们与时间赛跑，与死神搏斗，是每个我们想要拥抱的你们，说一声谢谢，真的辛苦了。",2.15,汪东城,https://weibo.com/1773283005/IulrTmqVB?refer_flag=1001030103_&type=comment,
,,微博个人认证,"#抗击新型肺炎第一线##最新疫情地图#
这是方舱医院医生的50岁生日。你愿意为他送一句生日祝福吗？",2.15,身边鉴赏家,https://weibo.com/6209134100/IumcUmOI2?type=comment,
,,微博官方认证,【全世界正在担心日本，#新冠病毒正突破日本防线#】#新冠肺炎已开始在日本流行#,2.15,红星新闻,https://weibo.com/6105713761/IulYb0H7h?refer_flag=1001030103_&type=comment#_rnd1604910155146,
